training_id,employee_id,company_id,course_name,course_category,enrollment_date,completion_date,completion_status,score,duration_hours
TR000434,C02-E0084,C02,Automatizacao de Tarefas com IA,Produtividade,2026-02-13,2026-04-03,Concluido,63.0,2.3
TR000435,C02-E0058,C02,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-12-02,,Nao Iniciado,,1.8
TR000436,C02-E0068,C02,IA Responsavel: Vieses e Limitacoes,Governanca,2026-04-26,,Abandonado,,1.5
TR000437,C02-E0106,C02,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-06-10,2025-07-03,Concluido,62.0,1.7
TR000438,C02-E0075,C02,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-07-03,,Em Andamento,,2.2
TR000439,C02-E0078,C02,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-01-25,2026-02-28,Concluido,100.0,4.2
TR000440,C02-E0030,C02,Analise de Dados com IA,Dados e Analytics,2026-07-05,,Nao Iniciado,,4.1
TR000441,C02-E0030,C02,Automatizacao de Tarefas com IA,Produtividade,2026-01-31,,Em Andamento,,2.8
TR000442,C02-E0030,C02,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-08-17,2025-09-17,Concluido,98.0,1.8
TR000443,C02-E0019,C02,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-07-08,2025-07-19,Concluido,71.0,1.1
TR000444,C02-E0019,C02,IA para Times Comerciais,Aplicacoes de Negocio,2025-09-25,2025-11-11,Concluido,88.0,1.5
TR000445,C02-E0051,C02,Fundamentos de IA Generativa,IA Generativa,2026-02-03,,Nao Iniciado,,1.8
TR000446,C02-E0051,C02,IA para Times Comerciais,Aplicacoes de Negocio,2026-07-28,2026-08-10,Concluido,95.0,1.6
TR000447,C02-E0051,C02,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-07-29,,Em Andamento,,1.9
TR000448,C02-E0098,C02,Etica e Governanca de Dados em IA,Governanca,2026-05-27,,Abandonado,,2.0
TR000449,C02-E0062,C02,Analise de Dados com IA,Dados e Analytics,2025-10-10,2025-11-23,Concluido,76.0,4.4
TR000450,C02-E0097,C02,Analise de Dados com IA,Dados e Analytics,2025-06-07,,Nao Iniciado,,3.5
TR000451,C02-E0060,C02,IA para Times Comerciais,Aplicacoes de Negocio,2026-06-26,,Abandonado,,1.7
TR000452,C02-E0089,C02,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-12-07,2026-01-07,Concluido,57.0,3.8
TR000453,C02-E0063,C02,Fundamentos de IA Generativa,IA Generativa,2026-05-24,,Abandonado,,1.9
TR000454,C02-E0063,C02,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-05-09,,Em Andamento,,2.0
TR000455,C02-E0049,C02,IA Responsavel: Vieses e Limitacoes,Governanca,2025-10-23,2025-11-12,Concluido,90.0,1.8
TR000456,C02-E0037,C02,IA Responsavel: Vieses e Limitacoes,Governanca,2026-07-14,,Em Andamento,,1.6
TR000457,C02-E0037,C02,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-12-08,2025-12-26,Concluido,96.0,1.5
TR000458,C02-E0001,C02,IA para Times Comerciais,Aplicacoes de Negocio,2026-07-25,2026-08-10,Concluido,60.0,1.7
TR000459,C02-E0027,C02,IA para Times Comerciais,Aplicacoes de Negocio,2025-06-08,,Nao Iniciado,,1.3
TR000460,C02-E0074,C02,IA Responsavel: Vieses e Limitacoes,Governanca,2026-02-27,2026-03-30,Concluido,94.0,1.5
TR000461,C02-E0100,C02,Prompt Engineering na Pratica,IA Generativa,2026-06-23,2026-07-19,Concluido,82.0,3.2
TR000462,C02-E0100,C02,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-11-01,,Nao Iniciado,,1.8
TR000463,C02-E0046,C02,Automatizacao de Tarefas com IA,Produtividade,2026-02-08,2026-02-14,Concluido,94.0,2.7
TR000464,C02-E0007,C02,Prompt Engineering na Pratica,IA Generativa,2025-09-08,,Em Andamento,,3.1
TR000465,C02-E0009,C02,IA para Times Comerciais,Aplicacoes de Negocio,2026-02-22,2026-03-31,Concluido,80.0,1.7
TR000466,C02-E0113,C02,Fundamentos de IA Generativa,IA Generativa,2025-11-30,2026-01-28,Concluido,98.0,1.8
TR000467,C02-E0040,C02,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-02-25,,Nao Iniciado,,1.1
TR000468,C02-E0040,C02,Analise de Dados com IA,Dados e Analytics,2025-09-11,2025-10-09,Concluido,95.0,4.6
TR000469,C02-E0118,C02,Etica e Governanca de Dados em IA,Governanca,2026-05-29,,Nao Iniciado,,1.7
TR000470,C02-E0105,C02,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-02-21,2026-02-28,Concluido,61.0,3.4
TR000471,C02-E0105,C02,Analise de Dados com IA,Dados e Analytics,2025-10-05,,Abandonado,,3.9
TR000472,C02-E0003,C02,Analise de Dados com IA,Dados e Analytics,2026-04-12,,Em Andamento,,3.6
TR000473,C02-E0003,C02,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-03-28,2026-05-03,Concluido,93.0,1.5
TR000474,C02-E0065,C02,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-10-22,2025-12-12,Concluido,77.0,2.3
TR000475,C02-E0012,C02,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-05-01,2026-06-22,Concluido,82.0,1.6
TR000476,C03-E0016,C03,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-10-16,,Em Andamento,,2.3
TR000477,C03-E0033,C03,Automatizacao de Tarefas com IA,Produtividade,2026-07-04,2026-07-30,Concluido,92.0,2.9
TR000478,C03-E0033,C03,IA Responsavel: Vieses e Limitacoes,Governanca,2025-08-16,2025-10-08,Concluido,57.0,1.7
TR000479,C03-E0027,C03,Etica e Governanca de Dados em IA,Governanca,2025-06-10,,Em Andamento,,2.1
TR000480,C03-E0027,C03,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-09-02,,Nao Iniciado,,1.4
TR000481,C03-E0004,C03,Analise de Dados com IA,Dados e Analytics,2026-06-03,2026-07-24,Concluido,58.0,4.5
TR000482,C03-E0035,C03,Prompt Engineering na Pratica,IA Generativa,2025-08-18,2025-08-30,Concluido,88.0,2.9
TR000483,C03-E0002,C03,Analise de Dados com IA,Dados e Analytics,2026-03-14,2026-04-11,Concluido,88.0,4.6
TR000484,C03-E0015,C03,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-11-14,,Nao Iniciado,,2.2
TR000485,C03-E0015,C03,IA Responsavel: Vieses e Limitacoes,Governanca,2025-08-11,,Em Andamento,,1.3
TR000486,C03-E0006,C03,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-11-06,,Nao Iniciado,,3.7
TR000487,C03-E0006,C03,Etica e Governanca de Dados em IA,Governanca,2025-12-15,2025-12-18,Concluido,72.0,2.2
TR000488,C03-E0025,C03,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-09-06,,Nao Iniciado,,1.6
TR000489,C03-E0030,C03,Automatizacao de Tarefas com IA,Produtividade,2026-01-11,,Nao Iniciado,,2.4
TR000490,C03-E0028,C03,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-12-05,2025-12-29,Concluido,80.0,4.5
TR000491,C03-E0031,C03,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-01-29,2026-03-19,Concluido,87.0,0.9
TR000492,C03-E0017,C03,IA Responsavel: Vieses e Limitacoes,Governanca,2026-01-02,,Abandonado,,1.7
TR000493,C03-E0009,C03,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-02-28,2026-03-09,Concluido,86.0,2.2
TR000494,C03-E0003,C03,Fundamentos de IA Generativa,IA Generativa,2025-09-26,2025-11-07,Concluido,79.0,2.2
TR000495,C03-E0001,C03,Analise de Dados com IA,Dados e Analytics,2025-12-03,,Nao Iniciado,,3.6
TR000496,C03-E0001,C03,IA Responsavel: Vieses e Limitacoes,Governanca,2025-07-21,,Abandonado,,1.3
TR000497,C03-E0019,C03,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-03-18,2026-03-26,Concluido,57.0,2.4
TR000498,C03-E0019,C03,Automatizacao de Tarefas com IA,Produtividade,2026-01-15,2026-03-12,Concluido,70.0,2.5
TR000499,C03-E0019,C03,Etica e Governanca de Dados em IA,Governanca,2026-02-01,,Nao Iniciado,,2.1
TR000500,C04-E0035,C04,Etica e Governanca de Dados em IA,Governanca,2026-03-21,2026-04-06,Concluido,66.0,2.3
TR000501,C04-E0035,C04,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-09-15,,Nao Iniciado,,1.9
TR000502,C04-E0035,C04,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-08-19,,Em Andamento,,2.3
TR000503,C04-E0013,C04,IA Responsavel: Vieses e Limitacoes,Governanca,2026-01-15,,Em Andamento,,1.3
TR000504,C04-E0099,C04,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-01-16,2026-01-25,Concluido,73.0,1.1
TR000505,C04-E0099,C04,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-06-21,2025-06-27,Concluido,67.0,2.4
TR000506,C04-E0099,C04,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-09-09,,Nao Iniciado,,4.0
TR000507,C04-E0033,C04,Etica e Governanca de Dados em IA,Governanca,2025-06-29,,Nao Iniciado,,1.8
TR000508,C04-E0033,C04,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-02-14,2026-03-21,Concluido,94.0,1.9
TR000509,C04-E0015,C04,Fundamentos de IA Generativa,IA Generativa,2026-07-17,,Em Andamento,,2.1
TR000510,C04-E0095,C04,Etica e Governanca de Dados em IA,Governanca,2025-06-14,2025-06-21,Concluido,99.0,2.1
TR000511,C04-E0014,C04,IA Responsavel: Vieses e Limitacoes,Governanca,2026-06-08,2026-07-16,Concluido,98.0,1.6
TR000512,C04-E0089,C04,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-07-14,,Nao Iniciado,,4.5
TR000513,C04-E0089,C04,Prompt Engineering na Pratica,IA Generativa,2025-09-14,2025-10-19,Concluido,100.0,3.1
TR000514,C04-E0089,C04,Analise de Dados com IA,Dados e Analytics,2026-01-09,2026-01-28,Concluido,84.0,3.6
TR000515,C04-E0072,C04,IA Responsavel: Vieses e Limitacoes,Governanca,2025-09-07,2025-10-20,Concluido,67.0,1.5
TR000516,C04-E0062,C04,IA Responsavel: Vieses e Limitacoes,Governanca,2025-07-08,2025-07-16,Concluido,63.0,1.6
TR000517,C04-E0071,C04,Analise de Dados com IA,Dados e Analytics,2026-03-14,2026-04-14,Concluido,57.0,4.1
TR000518,C04-E0098,C04,IA Responsavel: Vieses e Limitacoes,Governanca,2026-07-26,2026-08-10,Concluido,62.0,1.4
TR000519,C04-E0036,C04,Fundamentos de IA Generativa,IA Generativa,2025-12-17,2026-01-23,Concluido,81.0,2.3
TR000520,C04-E0029,C04,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-02-20,,Em Andamento,,1.8
TR000521,C04-E0102,C04,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-04-30,2026-05-31,Concluido,66.0,1.9
TR000522,C04-E0102,C04,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-02-23,,Nao Iniciado,,1.2
TR000523,C04-E0102,C04,Etica e Governanca de Dados em IA,Governanca,2026-04-29,,Em Andamento,,2.1
TR000524,C04-E0001,C04,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-09-27,,Abandonado,,3.7
TR000525,C04-E0001,C04,Analise de Dados com IA,Dados e Analytics,2025-10-20,,Abandonado,,3.7
TR000526,C04-E0037,C04,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-11-12,2025-11-17,Concluido,86.0,2.1
TR000527,C04-E0037,C04,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-07-11,2025-08-30,Concluido,66.0,1.7
TR000528,C04-E0037,C04,Automatizacao de Tarefas com IA,Produtividade,2025-09-19,,Em Andamento,,2.3
TR000529,C04-E0092,C04,Prompt Engineering na Pratica,IA Generativa,2026-03-04,2026-03-19,Concluido,66.0,2.9
TR000530,C04-E0006,C04,IA Responsavel: Vieses e Limitacoes,Governanca,2025-08-19,,Nao Iniciado,,1.4
TR000531,C04-E0065,C04,Prompt Engineering na Pratica,IA Generativa,2025-07-12,,Abandonado,,3.0
TR000532,C04-E0065,C04,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-11-19,2025-12-31,Concluido,60.0,1.8
TR000533,C04-E0083,C04,IA Responsavel: Vieses e Limitacoes,Governanca,2026-05-07,,Abandonado,,1.3
TR000534,C04-E0003,C04,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-05-14,,Em Andamento,,2.1
TR000535,C04-E0003,C04,Fundamentos de IA Generativa,IA Generativa,2025-09-24,2025-11-18,Concluido,81.0,2.3
TR000536,C04-E0077,C04,Fundamentos de IA Generativa,IA Generativa,2025-09-18,,Abandonado,,2.3
TR000537,C04-E0077,C04,Automatizacao de Tarefas com IA,Produtividade,2025-11-24,2025-12-29,Concluido,66.0,2.2
TR000538,C04-E0007,C04,IA Responsavel: Vieses e Limitacoes,Governanca,2026-01-08,,Em Andamento,,1.5
TR000539,C04-E0007,C04,IA para Times Comerciais,Aplicacoes de Negocio,2026-06-21,,Nao Iniciado,,1.7
TR000540,C04-E0007,C04,Prompt Engineering na Pratica,IA Generativa,2026-04-25,,Nao Iniciado,,2.7
TR000541,C04-E0011,C04,IA para Times Comerciais,Aplicacoes de Negocio,2026-01-22,,Em Andamento,,1.5
TR000542,C04-E0011,C04,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-04-10,2026-05-17,Concluido,56.0,2.3
TR000543,C04-E0052,C04,Prompt Engineering na Pratica,IA Generativa,2025-12-26,2026-02-02,Concluido,90.0,3.3
TR000544,C04-E0052,C04,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-03-11,2026-04-01,Concluido,75.0,1.9
TR000545,C04-E0105,C04,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-10-04,,Abandonado,,1.1
TR000546,C04-E0105,C04,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-06-23,2025-08-12,Concluido,65.0,3.6
TR000547,C04-E0044,C04,Analise de Dados com IA,Dados e Analytics,2026-02-04,2026-02-09,Concluido,75.0,3.9
TR000548,C04-E0023,C04,Etica e Governanca de Dados em IA,Governanca,2025-12-06,,Nao Iniciado,,1.7
TR000549,C04-E0023,C04,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-02-09,2026-03-05,Concluido,81.0,2.2
TR000550,C04-E0103,C04,Analise de Dados com IA,Dados e Analytics,2026-07-14,,Em Andamento,,4.1
TR000551,C04-E0041,C04,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-04-27,,Abandonado,,1.2
TR000552,C04-E0075,C04,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-07-30,2025-08-15,Concluido,87.0,4.4
TR000553,C04-E0066,C04,Analise de Dados com IA,Dados e Analytics,2025-12-08,2025-12-15,Concluido,71.0,4.8
TR000554,C04-E0066,C04,IA Responsavel: Vieses e Limitacoes,Governanca,2026-07-22,,Em Andamento,,1.5
TR000555,C04-E0100,C04,Analise de Dados com IA,Dados e Analytics,2025-10-17,2025-11-20,Concluido,66.0,4.0
TR000556,C04-E0100,C04,Etica e Governanca de Dados em IA,Governanca,2025-07-01,,Em Andamento,,2.1
TR000557,C04-E0045,C04,Automatizacao de Tarefas com IA,Produtividade,2026-02-11,2026-03-08,Concluido,94.0,2.7
TR000558,C04-E0012,C04,Etica e Governanca de Dados em IA,Governanca,2026-03-14,2026-04-09,Concluido,79.0,2.3
TR000559,C04-E0064,C04,Fundamentos de IA Generativa,IA Generativa,2026-04-12,,Em Andamento,,1.7
TR000560,C04-E0064,C04,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-09-14,,Abandonado,,2.2
TR000561,C04-E0064,C04,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-12-12,2026-02-05,Concluido,74.0,1.0
TR000562,C04-E0005,C04,IA para Times Comerciais,Aplicacoes de Negocio,2026-01-21,,Nao Iniciado,,1.3
TR000563,C04-E0061,C04,Prompt Engineering na Pratica,IA Generativa,2026-05-14,2026-06-17,Concluido,70.0,3.5
TR000564,C04-E0061,C04,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-11-03,,Nao Iniciado,,2.0
TR000565,C04-E0020,C04,Automatizacao de Tarefas com IA,Produtividade,2026-01-02,2026-02-14,Concluido,67.0,2.5
TR000566,C04-E0081,C04,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-02-18,,Abandonado,,1.2
TR000567,C04-E0081,C04,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-09-02,,Em Andamento,,1.9
TR000568,C04-E0088,C04,Etica e Governanca de Dados em IA,Governanca,2025-12-01,2025-12-23,Concluido,88.0,1.7
TR000569,C04-E0088,C04,IA para Times Comerciais,Aplicacoes de Negocio,2026-01-21,,Abandonado,,1.4
TR000570,C04-E0088,C04,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-06-18,2025-07-06,Concluido,61.0,1.4
TR000571,C04-E0058,C04,Fundamentos de IA Generativa,IA Generativa,2025-12-11,2025-12-18,Concluido,92.0,1.7
TR000572,C04-E0058,C04,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-01-25,,Abandonado,,2.1
TR000573,C04-E0058,C04,IA para Times Comerciais,Aplicacoes de Negocio,2025-10-28,2025-11-18,Concluido,91.0,1.7
TR000574,C04-E0056,C04,Prompt Engineering na Pratica,IA Generativa,2026-07-22,2026-08-10,Concluido,58.0,2.7
TR000575,C04-E0073,C04,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-11-06,,Nao Iniciado,,1.7
TR000576,C04-E0024,C04,Fundamentos de IA Generativa,IA Generativa,2025-10-03,2025-11-24,Concluido,61.0,2.3
TR000577,C04-E0054,C04,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-06-06,2026-06-24,Concluido,86.0,1.4
TR000578,C04-E0054,C04,Etica e Governanca de Dados em IA,Governanca,2026-07-06,,Nao Iniciado,,2.0
TR000579,C04-E0017,C04,Automatizacao de Tarefas com IA,Produtividade,2025-12-10,,Em Andamento,,2.2
TR000580,C04-E0004,C04,IA Responsavel: Vieses e Limitacoes,Governanca,2025-10-25,2025-11-26,Concluido,86.0,1.5
TR000581,C04-E0087,C04,Automatizacao de Tarefas com IA,Produtividade,2025-12-11,2025-12-14,Concluido,88.0,2.3
TR000582,C04-E0034,C04,Etica e Governanca de Dados em IA,Governanca,2026-02-11,,Nao Iniciado,,2.2
TR000583,C04-E0034,C04,IA Responsavel: Vieses e Limitacoes,Governanca,2026-04-28,,Nao Iniciado,,1.5
TR000584,C04-E0034,C04,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-12-03,2025-12-08,Concluido,87.0,4.6
TR000585,C04-E0090,C04,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-06-18,,Nao Iniciado,,2.3
TR000586,C04-E0090,C04,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-07-04,,Em Andamento,,1.9
TR000587,C04-E0090,C04,IA Responsavel: Vieses e Limitacoes,Governanca,2026-07-30,,Abandonado,,1.3
TR000588,C04-E0078,C04,Automatizacao de Tarefas com IA,Produtividade,2026-06-03,2026-08-02,Concluido,56.0,2.9
TR000589,C04-E0078,C04,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-11-05,2025-12-17,Concluido,95.0,1.1
TR000590,C04-E0078,C04,Prompt Engineering na Pratica,IA Generativa,2025-08-06,,Nao Iniciado,,2.6
TR000591,C04-E0067,C04,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-06-10,,Em Andamento,,1.5
TR000592,C04-E0042,C04,IA para Times Comerciais,Aplicacoes de Negocio,2026-03-05,2026-04-19,Concluido,74.0,1.8
TR000593,C04-E0055,C04,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-07-01,,Nao Iniciado,,1.0
TR000594,C04-E0059,C04,IA Responsavel: Vieses e Limitacoes,Governanca,2025-10-04,2025-10-27,Concluido,93.0,1.6
TR000595,C04-E0059,C04,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-07-24,2025-07-30,Concluido,89.0,1.2
TR000596,C04-E0059,C04,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-07-19,,Em Andamento,,2.0
TR000597,C04-E0050,C04,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-11-30,,Abandonado,,2.2
TR000598,C04-E0050,C04,Etica e Governanca de Dados em IA,Governanca,2025-08-17,2025-08-31,Concluido,56.0,2.3
TR000599,C04-E0096,C04,Prompt Engineering na Pratica,IA Generativa,2026-01-26,,Abandonado,,2.9
TR000600,C05-E0007,C05,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-07-09,,Em Andamento,,1.9
TR000601,C05-E0021,C05,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-03-21,,Abandonado,,1.7
TR000602,C05-E0021,C05,Fundamentos de IA Generativa,IA Generativa,2025-08-20,,Nao Iniciado,,1.7
TR000603,C05-E0017,C05,IA para Times Comerciais,Aplicacoes de Negocio,2026-03-27,2026-04-23,Concluido,56.0,1.6
TR000604,C05-E0017,C05,Analise de Dados com IA,Dados e Analytics,2025-10-23,,Nao Iniciado,,4.8
TR000605,C05-E0027,C05,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-02-19,2026-04-03,Concluido,80.0,1.0
TR000606,C05-E0027,C05,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-07-19,2026-08-10,Concluido,66.0,3.8
TR000607,C05-E0003,C05,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-05-09,2026-06-04,Concluido,79.0,4.1
TR000608,C05-E0003,C05,IA para Times Comerciais,Aplicacoes de Negocio,2026-04-05,,Abandonado,,1.4
TR000609,C05-E0010,C05,Etica e Governanca de Dados em IA,Governanca,2025-07-27,,Abandonado,,2.0
TR000610,C05-E0005,C05,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-07-11,,Em Andamento,,1.9
TR000611,C05-E0005,C05,IA Responsavel: Vieses e Limitacoes,Governanca,2026-02-05,2026-03-03,Concluido,100.0,1.4
TR000612,C05-E0012,C05,Prompt Engineering na Pratica,IA Generativa,2026-07-09,2026-08-10,Concluido,93.0,2.9
TR000613,C05-E0012,C05,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-07-27,,Nao Iniciado,,1.2
TR000614,C05-E0012,C05,IA para Times Comerciais,Aplicacoes de Negocio,2026-03-15,,Em Andamento,,1.8
TR000615,C05-E0009,C05,IA Responsavel: Vieses e Limitacoes,Governanca,2025-11-08,,Abandonado,,1.4
TR000616,C05-E0009,C05,Automatizacao de Tarefas com IA,Produtividade,2025-12-07,2026-01-13,Concluido,75.0,2.9
TR000617,C05-E0002,C05,Prompt Engineering na Pratica,IA Generativa,2026-05-08,2026-05-14,Concluido,87.0,2.6
TR000618,C05-E0023,C05,Prompt Engineering na Pratica,IA Generativa,2025-06-29,2025-07-04,Concluido,65.0,2.8
TR000619,C05-E0020,C05,Analise de Dados com IA,Dados e Analytics,2026-02-10,2026-03-25,Concluido,92.0,4.1
TR000620,C05-E0026,C05,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-07-08,2025-07-22,Concluido,89.0,1.3
TR000621,C05-E0026,C05,Fundamentos de IA Generativa,IA Generativa,2026-06-26,,Em Andamento,,1.8
TR000622,C06-E0091,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2025-09-20,2025-10-18,Concluido,95.0,1.4
TR000623,C06-E0268,C06,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-12-21,2026-01-08,Concluido,89.0,4.7
TR000624,C06-E0268,C06,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-05-23,2026-07-15,Concluido,61.0,1.7
TR000625,C06-E0121,C06,Analise de Dados com IA,Dados e Analytics,2026-02-06,2026-02-18,Concluido,91.0,3.7
TR000626,C06-E0121,C06,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-05-13,2026-06-02,Concluido,88.0,2.4
TR000627,C06-E0097,C06,Prompt Engineering na Pratica,IA Generativa,2025-06-13,,Abandonado,,3.5
TR000628,C06-E0097,C06,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-11-02,,Em Andamento,,1.0
TR000629,C06-E0097,C06,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-06-09,,Em Andamento,,1.8
TR000630,C06-E0071,C06,Fundamentos de IA Generativa,IA Generativa,2025-09-10,2025-09-17,Concluido,59.0,2.0
TR000631,C06-E0071,C06,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-08-29,,Nao Iniciado,,1.0
TR000632,C06-E0324,C06,Etica e Governanca de Dados em IA,Governanca,2026-02-27,2026-03-21,Concluido,79.0,1.7
TR000633,C06-E0324,C06,Automatizacao de Tarefas com IA,Produtividade,2025-11-08,2025-12-07,Concluido,98.0,2.7
TR000634,C06-E0173,C06,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-07-04,,Abandonado,,4.7
TR000635,C06-E0173,C06,Etica e Governanca de Dados em IA,Governanca,2026-01-17,,Em Andamento,,2.3
TR000636,C06-E0317,C06,Fundamentos de IA Generativa,IA Generativa,2025-08-23,2025-10-22,Concluido,78.0,2.4
TR000637,C06-E0317,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2025-07-24,2025-07-28,Concluido,82.0,1.3
TR000638,C06-E0352,C06,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-07-03,2025-08-09,Concluido,98.0,4.3
TR000639,C06-E0306,C06,Prompt Engineering na Pratica,IA Generativa,2025-12-10,2025-12-15,Concluido,84.0,2.6
TR000640,C06-E0301,C06,Automatizacao de Tarefas com IA,Produtividade,2025-11-17,,Abandonado,,2.4
TR000641,C06-E0302,C06,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-07-31,2026-08-10,Concluido,59.0,2.1
TR000642,C06-E0305,C06,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-01-15,2026-02-02,Concluido,67.0,1.7
TR000643,C06-E0333,C06,Prompt Engineering na Pratica,IA Generativa,2025-09-16,,Nao Iniciado,,3.3
TR000644,C06-E0333,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2025-07-14,2025-08-21,Concluido,87.0,1.4
TR000645,C06-E0113,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2025-12-10,,Em Andamento,,1.7
TR000646,C06-E0284,C06,Prompt Engineering na Pratica,IA Generativa,2026-01-17,2026-02-24,Concluido,81.0,3.3
TR000647,C06-E0282,C06,IA para Times Comerciais,Aplicacoes de Negocio,2026-05-03,,Em Andamento,,1.7
TR000648,C06-E0282,C06,Analise de Dados com IA,Dados e Analytics,2026-07-09,2026-08-10,Concluido,90.0,4.2
TR000649,C06-E0017,C06,Automatizacao de Tarefas com IA,Produtividade,2025-08-03,2025-09-27,Concluido,89.0,2.6
TR000650,C06-E0017,C06,Etica e Governanca de Dados em IA,Governanca,2026-02-03,,Nao Iniciado,,1.9
TR000651,C06-E0056,C06,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-09-20,2025-11-15,Concluido,85.0,4.6
TR000652,C06-E0056,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2025-12-16,,Nao Iniciado,,1.8
